item_id:token	price:float	sales_type:token	sales_rank:float	categories:token_seq	title:token	brand:token
28	59.99	Video Games	29131.0	'Games', 'Video Games', 'PC'		
44	135.93	Video Games	5134.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
30	13.99	Video Games	45274.0	'Games', 'Video Games', 'PC'		
37	77.89	Video Games	6617.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'PlayStation'		
32	263.77	Video Games	7096.0	'Games', 'Kids & Family', 'Nintendo 64', 'Video Games', 'More Systems'		
41	39.99	Video Games	944.0	'Games', 'Kids & Family', 'Nintendo 64', 'Video Games', 'More Systems'		
35	69.99	Video Games	1557.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'PlayStation'		
38	49.99	Video Games	9487.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
40	249.98	Video Games	4000.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
34	399.99	Video Games	1917.0	'Games', 'Kids & Family', 'Nintendo 64', 'Video Games', 'More Systems'		
39	699.94	Video Games	622.0	'Games', 'Kids & Family', 'Nintendo 64', 'Video Games', 'More Systems'		
29	59.99	Video Games	25770.0	'Games', 'Video Games', 'PC'		
36	249.98	Video Games	802.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
45	73.99	Video Games	4573.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
27	179.99	Video Games	16674.0	'Games', 'Video Games', 'PC'		
26	69.95	Video Games	22934.0	'Games', 'Video Games', 'PC'		
43	379.87	Video Games	8405.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
31	49.99	Video Games	19273.0	'Games', 'Mac', 'Video Games', 'PC'		
46	7.95	Video Games	26369.0	'Games', 'Video Games', 'PC'		
47	299.99	Video Games	699.0	'Games', 'Kids & Family', 'Nintendo 64', 'Video Games', 'More Systems'		
48	23.5	Video Games	10715.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
49		Video Games	21659.0	'Games', 'Kids & Family', 'Nintendo 64', 'Video Games', 'More Systems'		
52	78.75	Video Games	4561.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
51	3.99	Video Games	15393.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
50	249.98	Video Games	4335.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
60	124.19	Video Games	11696.0	'Games', 'Kids & Family', 'PC', 'Video Games', 'More Systems', 'PlayStation'		
54	90.0	Video Games	2059.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'PlayStation'		
63	99.95	Video Games	12835.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'PlayStation'		
55	151.16	Video Games	7181.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
61	154.98	Video Games	15226.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
56	125.0	Video Games	21233.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
53	379.98	Video Games	14302.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
57	249.99	Video Games	13314.0	'Games', 'GameCube', 'Video Games', 'More Systems', 'PlayStation'		
62	77.14	Video Games	6834.0	'Games', 'Kids & Family', 'PC', 'Video Games', 'More Systems', 'PlayStation'		
59	69.99	Video Games	2358.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'PlayStation'		
64	125.0	Video Games	4137.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
58	59.94	Video Games	2438.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'PlayStation'		
66	15.58	Video Games	4700.0	'Games', 'Video Games', 'More Systems', 'Game Boy Advance', 'PlayStation'		
65	34.95	Video Games	18488.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
67	3.99	Video Games	7046.0	'Games', 'Kids & Family', 'Nintendo 64', 'Video Games', 'More Systems'		
68	3.99	Video Games	1984.0	'Games', 'Kids & Family', 'Nintendo 64', 'Video Games', 'More Systems'		
69	289.95	Video Games	1931.0	'Games', 'Kids & Family', 'Nintendo 64', 'Video Games', 'More Systems'		
70	78.39	Video Games	10111.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'PlayStation'		
71	58.35	Video Games	19972.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
72	388.74	Video Games	18662.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
73	140.0	Video Games	16086.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
74	240.14	Video Games	9595.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
75	308.98	Video Games	1811.0	'Hardware', 'Accessories', 'Nintendo 64', 'Video Games', 'More Systems'		
76	37.01	Video Games	7755.0	'Games', 'PC', 'Video Games', 'More Systems', 'PlayStation'		
78	20.95	Video Games	22412.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
77	629.97	Video Games	11238.0	'Games', 'Kids & Family', 'Nintendo 64', 'Video Games', 'More Systems'		
79	60.0	Video Games	24706.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
80	115.99	Video Games	14942.0	'Games', 'Kids & Family', 'Video Games', 'Game Boy Color', 'More Systems'		
81	186.74	Video Games	4422.0	'Video Games', 'Game Boy Color', 'Kids & Family', 'More Systems'		
82	3.67	Video Games	1458.0	'Games', 'Kids & Family', 'Video Games', 'Game Boy Color', 'More Systems'		
83	54.99	Video Games	18482.0	'Games', 'Video Games', 'PC'		
84	36.95	Video Games	6950.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
85	46.34	Video Games	3581.0	'PlayStation 2', 'Video Games', 'Kids & Family', 'More Systems'		
86	45.72	Video Games	4621.0	'Games', 'Toys & Games', 'Decks & Sets', 'Trading Card Games', 'Kids & Family', 'Nintendo 64', 'Video Games', 'More Systems'		
87	399.95	Video Games	801.0	'Games', 'Kids & Family', 'Nintendo 64', 'Video Games', 'More Systems'		
89		Video Games	2253.0	'Hardware', 'Consoles', 'Video Games', 'Game Boy Color', 'More Systems'		
90	73.23	Video Games	23010.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
88	24.96	Video Games	13376.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
91	186.74	Video Games	5119.0	'Games', 'Video Games', 'Game Boy Color', 'More Systems'		
92	131.21	Video Games	7392.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
93	29.99	Video Games	13641.0	'Video Games', 'PC', 'Accessories'	Microsoft Sidewinder Precision Pro Joystick	
95	68.99	Video Games	5482.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
94	10.49	Video Games	12653.0	'Hardware', 'Accessories', 'Nintendo 64', 'Video Games', 'More Systems'		
96	188.99	Video Games	39165.0	'Games', 'Kids & Family', 'Nintendo 64', 'Video Games', 'More Systems'		
97	249.99	Video Games	66330.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
98	19.99	Video Games	94090.0	'Games', 'Kids & Family', 'PC', 'Mac', 'Video Games'		
99	17.0	Video Games	48042.0	'Games', 'Kids & Family', 'PC', 'Mac', 'Video Games'		
100	91.52	Video Games	22761.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
101	230.99	Video Games	10202.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
102	179.99	Video Games	30269.0	'Games', 'PC', 'Video Games', 'More Systems', 'PlayStation'		
103	111.6	Video Games	15634.0	'Games', 'PC', 'Video Games', 'More Systems', 'PlayStation'		
105	8.0	Video Games	7616.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
108	85.99	Video Games	23465.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
106	107.99	Video Games	22081.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
107	189.99	Video Games	6619.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
104	132.99	Video Games	25747.0	'Video Games', 'Sega Dreamcast', 'More Systems'		
109	399.98	Video Games	42307.0	'Games', 'Toys & Games', 'Decks & Sets', 'Trading Card Games', 'Nintendo 64', 'Video Games', 'More Systems'		
112	249.99	Video Games	32475.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
114	53.0	Video Games	44681.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'PlayStation'		
113	36.99	Video Games	12786.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
111	34.88	Video Games	16308.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
115	2.99	Video Games	38340.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
110	59.89	Video Games	24827.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
116	344.58	Video Games	21582.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
117	65.96	Video Games	19296.0	'Games', 'PC', 'Nintendo 64', 'Video Games', 'More Systems'		
120	8.0	Video Games	10179.0	'Games', 'Sega Dreamcast', 'Hardware', 'Video Games', 'More Systems'		
118	5.34	Video Games	11037.0	'Sega Dreamcast', 'Hardware', 'Consoles', 'Video Games', 'More Systems'		
124	42.5	Video Games	25746.0	'Games', 'Video Games', 'PC'		
122	49.99	Video Games	10114.0	'Games', 'Video Games', 'PC'		
121	41.22	Video Games	6680.0	'Games', 'PC', 'Video Games', 'More Systems', 'PlayStation'		
119	8.0	Video Games	28507.0	'Sega Dreamcast', 'Hardware', 'Accessories', 'Video Games', 'More Systems'		
126	38.99	Video Games	77444.0	'Games', 'Video Games', 'PC'		
123	44.99	Video Games	7414.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
125	4.99	Video Games	31798.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
127	46.5	Video Games	15269.0	'Games', 'Video Games', 'PC'		
128	8.0	Video Games	27127.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
129	29.99	Video Games	27253.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
134	3.98	Video Games	23472.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'	NBA 2K	Sega
131	56.99	Video Games	19716.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
133	0.94	Video Games	9846.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
132	39.99	Video Games	9143.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
135	19.99	Video Games	52363.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
136	6.0	Video Games	31239.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
130	15.97	Video Games	10448.0	'Games', 'Video Games', 'PC'		
137	3.99	Video Games	18284.0	'Nintendo 64', 'Video Games', 'Hardware', 'More Systems'		
138	93.69	Video Games	69056.0	'Games', 'Video Games', 'PC'		
139	29.99	Video Games	17745.0	'Games', 'Video Games', 'PC'		
140	290.34	Video Games	27819.0	'Super Nintendo', 'Hardware', 'Accessories', 'Video Games', 'More Systems'		
142	14.99	Video Games	76827.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
144	6.85	Video Games	70507.0	'Games', 'Video Games', 'PC'		
145		Software	3764.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
141	7.47	Video Games	74309.0	"'Kids & Family', 'PC', ""Children's"", 'Software', 'Video Games'"		
143	13.8	Video Games	26126.0	'Gamepads', 'PC', 'Accessories', 'Video Games', 'Controllers'	Kensington/Gravis Gamepad Pro (USB) - 42111	
147	38.95	Video Games	40891.0	'Games', 'Video Games', 'PC'		
146	147.45	Video Games	37447.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
148	399.99	Video Games	50904.0	'Hardware', 'Consoles', 'Video Games', 'More Systems', 'PlayStation'		
149	2.42	Video Games	6242.0	'Hardware', 'Accessories', 'Video Games', 'More Systems', 'PlayStation'		
150	27.0	Video Games	15264.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
152	184.98	Video Games	27646.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
151	93.59	Video Games	61594.0	'Games', 'Video Games', 'PC'		
154	22.99	Video Games	30316.0	'Games', 'Mac', 'Video Games', 'PC'		
153	24.99	Video Games	40700.0	'Games', 'Video Games', 'PC'		
165	17.99	Video Games	13901.0	'Games', 'Video Games', 'PC'		
159	11.95	Video Games	54345.0	'Games', 'Mac', 'Video Games', 'PC'		
161	108.95	Video Games	11404.0	'Games', 'Video Games', 'PC'		
157	59.99	Video Games	49670.0	'Games', 'Video Games', 'PC'		
155	18.99	Video Games	24390.0	'Games', 'Video Games', 'PC'		
158	9.95	Video Games	93614.0	'Games', 'Video Games', 'PC'		
164	39.99	Video Games	37374.0	'Games', 'Video Games', 'PC'		
160	29.99	Video Games	11992.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
163	64.5	Video Games	37345.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
167	46.25	Video Games	2899.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
156	19.99	Software	15264.0	'Games', 'Mac', 'Video Games', 'PC'		
166	39.99	Video Games	35495.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
162	99.97	Video Games	61747.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
168	10.2	Video Games	18131.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
171	9.95	Video Games	31108.0	'Games', 'Video Games', 'PC'		
169	19.99	Video Games	56769.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
170	28.95	Video Games	67768.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
172	22.22	Video Games	27618.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
173	273.83	Video Games	10730.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'PlayStation'		
174	99.99	Video Games	50017.0	'NEOGEO Pocket', 'Hardware', 'Consoles', 'Video Games', 'More Systems'		
179	249.99	Video Games	2568.0	'Games', 'Kids & Family', 'Nintendo 64', 'Video Games', 'More Systems'		
178	99.69	Video Games	47300.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'PlayStation'		
177	78.98	Video Games	40648.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
175	9.99	Video Games	32238.0	'NEOGEO Pocket', 'Hardware', 'Consoles', 'Video Games', 'More Systems'		
176	7.04	Video Games	54157.0	'Games', 'Video Games', 'PC'		
180	24.99	Video Games	23774.0	'Games', 'Sega Dreamcast', 'Kids & Family', 'Video Games', 'More Systems'		
181	8.0	Video Games	8953.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
182	157.58	Video Games	8499.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'PlayStation'		
184	78.98	Video Games	27528.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
186	4.0	Video Games	61552.0	'Games', 'Video Games', 'PC'		
183	109.99	Video Games	41531.0	'Games', 'Video Games', 'More Systems', 'Game Boy Advance', 'PlayStation'		
188	22.99	Video Games	54309.0	'Games', 'Video Games', 'PC'		
189	28.99	Video Games	31744.0	'Games', 'Video Games', 'PC'		
185	139.98	Video Games	45944.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
191	343.76	Video Games	32991.0	'Games', 'Nintendo 64', 'Video Games', 'More Systems', 'Game Boy Advance'		
190	29.22	Video Games	17704.0	'Games', 'PC', 'Video Games', 'More Systems', 'PlayStation'		
187	25.98	Video Games	32786.0	'Games', 'Video Games', 'PC'		
192	55.0	Video Games	15815.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'PlayStation'		
193	42.95	Video Games	48200.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
194		Video Games	19696.0	'Games', 'Video Games', 'PC'		
195	149.99	Video Games	65041.0	'Games', 'Mac', 'Video Games', 'PC'		
196	16.99	Video Games	78771.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
197	49.5	Video Games	44203.0	'Games', 'Kids & Family', 'PC', 'Mac', 'Video Games'		
200	13.95	Video Games	16255.0	'Hardware', 'Accessories', 'Nintendo 64', 'Video Games', 'More Systems'		
199	32.24	Video Games	27188.0	'Nintendo 64', 'Video Games', 'More Systems'		
202	83.97	Video Games	27505.0	'Games', 'PC', 'Video Games', 'More Systems', 'PlayStation'		
198	49.99	Video Games	11384.0	'Games', 'Video Games', 'PC'		
201	579.99	Video Games	42876.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
203	899.94	Video Games	23089.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
209	10.0	Video Games	83259.0	'Games', 'Video Games', 'PC'		
208	49.99	Video Games	38078.0	'Games', 'Mac', 'Video Games'		
206	14.99	Video Games	37115.0	'Games', 'PC', 'Video Games', 'More Systems', 'PlayStation'		
207	14.99	Video Games	26733.0	'Games', 'Mac', 'Video Games'		
205	22.0	Video Games	18031.0	'Games', 'Video Games', 'PC'		
204	168.99	Video Games	34599.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
213	174.99	Video Games	54249.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
211	24.0	Video Games	60733.0	'Games', 'Video Games', 'PC'		
210	63.98	Video Games	8976.0	'Games', 'Video Games', 'PC'		
212	21.99	Video Games	27682.0	'Games', 'Video Games', 'PC'		
214	98.96	Video Games	16332.0	"'Kids & Family', ""Children's"", 'Software', 'Video Games', 'Lifestyle & Hobbies'"		
215	163.49	Video Games	24720.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
216	19.99	Video Games	25272.0	'Games', 'Video Games', 'PC'		
217	63.86	Video Games	49404.0	'Games', 'Video Games', 'PC'		
218		Video Games	57738.0	'Games', 'Video Games', 'PC'		
224	172.93	Video Games	35312.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
219	29.99	Video Games	18439.0	'Games', 'Video Games', 'PC'		
220		Video Games	78453.0	'Games', 'Video Games', 'PC'		
222	20.0	Video Games	39413.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
221	49.99	Video Games	49551.0	'Video Games', 'Sega Dreamcast', 'More Systems'		
223	33.76	Video Games	29432.0	'Games', 'Video Games', 'PC'		
225	78.97	Video Games	69789.0	'Games', 'PC', 'Video Games', 'More Systems', 'PlayStation'		
228	3.95	Video Games	66185.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
227	34.9	Video Games	55255.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
226	449.98	Video Games	85308.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
229	58.69	Video Games	21925.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
232	19.71	Video Games	62012.0	'Games', 'Kids & Family', 'Video Games', 'Game Boy Color', 'More Systems'		
233	109.98	Video Games	26643.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'PlayStation'		
230	36.27	Video Games	41999.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
231	299.99	Video Games	89565.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
238	149.95	Video Games	79227.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
237	119.95	Video Games	52209.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
241	186.74	Video Games	5048.0	'Games', 'Video Games', 'Game Boy Color', 'More Systems'		
234		Video Games	62608.0	'Games', 'Video Games', 'PC'		
243	13.47	Video Games	64574.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
244	264.97	Video Games	10575.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
245	319.94	Video Games	36348.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
235	45.79	Video Games	66743.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
239	79.99	Video Games	7101.0	'Nintendo 64', 'Video Games', 'Games', 'More Systems'		
242	13.47	Video Games	73105.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
240	129.99	Video Games	12152.0	'Game Boy', 'Video Games', 'More Systems'		
236	79.99	Video Games	34487.0	'Games', 'Toys & Games', 'Decks & Sets', 'Trading Card Games', 'Nintendo 64', 'Video Games', 'More Systems'		
246	9.98	Video Games	72947.0	'Sega Dreamcast', 'Hardware', 'Accessories', 'Video Games', 'More Systems'		
247	20.0	Video Games	44706.0	'Games', 'Kids & Family', 'Video Games', 'More Systems', 'PlayStation'		
248	299.98	Video Games	67345.0	'Games', 'Video Games', 'PC'		
249	37.94	Video Games	48762.0	'Games', 'Video Games', 'PC'		
250	44.99	Software	14531.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
251	49.99	Video Games	52644.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
257	188.99	Video Games	53973.0	'Games', 'Kids & Family', 'Nintendo 64', 'Video Games', 'More Systems'		
253	21.0	Video Games	30858.0	'Games', 'Video Games', 'PC'		
256	32.0	Video Games	54535.0	'Games', 'Kids & Family', 'PC', 'Video Games', 'More Systems', 'PlayStation'		
258	8.0	Video Games	119513.0	'Games', 'Video Games', 'Sega Dreamcast', 'More Systems'		
252	49.99	Video Games	23760.0	'Games', 'Video Games', 'PC'		
254	55.5	Video Games	82911.0	'Games', 'Video Games', 'PC'		
259	89.99	Video Games	44916.0	'Games', 'Sega Dreamcast', 'Kids & Family', 'Video Games', 'More Systems'		
260	1.99	Video Games	16974.0	'Hardware', 'Accessories', 'Video Games', 'Game Boy Color', 'More Systems', 'PlayStation'		
255	91.49	Video Games	72421.0	'Games', 'PC', 'Software', 'Video Games', 'Home Publishing', 'Lifestyle & Hobbies', 'Design & Illustration'		
265	19.99	Video Games	52292.0	'Games', 'Video Games', 'PC'		
262	31.55	Video Games	64580.0	'Games', 'Video Games', 'PC'		
269	4.54	Video Games	101086.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
261	19.99	Video Games	37364.0	"'Games', 'PC', ""Children's"", 'Software', 'Video Games'"		
263	55.99	Video Games	79275.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
268	12.5	Video Games	13327.0	'Games', 'Video Games', 'PC'		
266	12.5	Video Games	59316.0	'Games', 'Video Games', 'PC'		
267	24.99	Video Games	14748.0	'Games', 'Video Games', 'PC'		
270	19.99	Video Games	24888.0	'Mac', 'Video Games', 'PC'		
264	29.0	Video Games	87338.0	'Games', 'Video Games', 'PC'		
271	35.99	Video Games	47730.0	'Hardware', 'Accessories', 'Video Games', 'More Systems', 'PlayStation'		
272	52.99	Video Games	97776.0	'Hardware', 'Accessories', 'Video Games', 'More Systems', 'PlayStation'		
274	16.75	Video Games	29275.0	'Games', 'Video Games', 'PC'		
275	32.99	Video Games	65885.0	'Games', 'Mac', 'Video Games', 'PC'		
277	49.94	Video Games	68963.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
273	3.99	Video Games	55541.0	'Toys & Games', 'Hardware', 'Nintendo 64', 'Consoles', 'Video Games', 'Electronics for Kids', 'More Systems'		
276	4.75	Software	20115.0	'Games', 'Video Games', 'PC'		
283	42.12	Video Games	15614.0	'Games', 'Video Games', 'PC'		
285	41.5	Video Games	34106.0	'Games', 'Video Games', 'PC'		
280	5.99	Video Games	19702.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
287	44.88	Video Games	13853.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
279	22.0	Video Games	81974.0	'Games', 'Kids & Family', 'PC', 'Mac', 'Video Games'		
290	79.95	Video Games	25351.0	'Games', 'Video Games', 'PC'		
282	23.64	Video Games	60432.0	'Games', 'Video Games', 'PC'		
289	74.99	Video Games	34217.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
281	28.5	Video Games	7868.0	'Games', 'Kids & Family', 'PC', 'Mac', 'Video Games'		
288	54.95	Video Games	108544.0	'Games', 'Video Games', 'PC'		
291	8.0	Video Games	23461.0	'Games', 'Sega Dreamcast', 'Kids & Family', 'Video Games', 'More Systems'		
278	25.99	Software	21080.0	'Games', 'Video Games', 'PC'		
284	40.95	Video Games	24854.0	'Games', 'Video Games', 'PC'		
286	79.99			'Games', 'Video Games', 'Kids & Family', 'PC'		
292	18.99	Software	16519.0	'Games', 'Video Games', 'PC'		
293	9.44	Video Games	4393.0	'Games', 'Video Games', 'PC'		
296	12.95	Video Games	28012.0	'Games', 'Video Games', 'PC'		
295	15.0	Video Games	19867.0	'Games', 'Video Games', 'PC'		
294	79.99	Video Games	18162.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
297	85.76			'Video Games', 'Game Boy Color', 'More Systems'		
300	16.99	Video Games	31661.0	'Games', 'PlayStation 2', 'Video Games', 'More Systems', 'PlayStation'		
298	16.25	Video Games	9827.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
299	32.95	Video Games	47233.0	'Games', 'Video Games', 'PlayStation', 'More Systems'		
302	3.0	Video Games	79843.0	'Games', 'Video Games', 'Kids & Family', 'PC'		
301	3.99	Software	61423.0	'Games', 'Hardware', 'Kids & Family', 'Accessories', 'Nintendo 64', 'Video Games', 'More Systems'		
303	29.95	Software	20941.0	"'Games', 'PC', ""Children's"", 'Software', 'Video Games'"		
304	188.53	Video Games	47394.0	'Games', 'Video Games', 'PC'		
306	12.69	Software	32982.0	'Games', 'Video Games', 'PC'		
305	49.95	Video Games	55600.0	'Games', 'Mac', 'Video Games', 'PC'		
309	149.99	Video Games	42055.0	'Games', 'Game Boy', 'Video Games', 'Game Boy Color', 'More Systems'		
308	862.42	Video Games	30305.0	'Games', 'Game Boy', 'Video Games', 'Game Boy Color', 'More Systems'		
